#id     mean     max     min     std     50th     95th     25th     50th     75th     90th     95th     99th     100th
Client21     20074315.24008351     20456000     19754000     40126.714708446925     20073000.0     20122200.0     20059000.0     20073000.0     20087000.0     20104000.0     20122200.0     20173860.0     20456000.0
Client22     20073613.778705638     20153000     19797000     27082.089277331437     20072000.0     20117000.0     20059000.0     20072000.0     20087000.0     20103400.0     20117000.0     20135440.0     20153000.0
Client23     20075605.427974947     20728000     19747000     48268.698733510944     20072000.0     20126100.0     20059500.0     20072000.0     20086500.0     20107200.0     20126100.0     20170880.0     20728000.0
Client24     20057676.409185804     20780000     19272000     94406.38450403     20068000.0     20126300.0     20052500.0     20068000.0     20083000.0     20104000.0     20126300.0     20233940.0     20780000.0
Client25     20039582.463465553     20631000     19208000     113265.22620380993     20062000.0     20113100.0     20040500.0     20062000.0     20081000.0     20099000.0     20113100.0     20280040.0     20631000.0
Client26     20053027.139874738     20838000     19365000     96963.3364537626     20065000.0     20118100.0     20047500.0     20065000.0     20082000.0     20100200.0     20118100.0     20316460.0     20838000.0
Client27     20073801.670146137     20164000     19858000     26016.06050709317     20071000.0     20114100.0     20059500.0     20071000.0     20086000.0     20105000.0     20114100.0     20130320.0     20164000.0
Client28     20071344.467640918     20471000     19788000     37400.952363011114     20070000.0     20116100.0     20055500.0     20070000.0     20088500.0     20105200.0     20116100.0     20144440.0     20471000.0
Client29     20073722.338204592     20299000     19801000     27776.849787086834     20073000.0     20109000.0     20061000.0     20073000.0     20086000.0     20102000.0     20109000.0     20129000.0     20299000.0
Client30     20072070.981210858     20340000     19858000     29082.331715925695     20071000.0     20115000.0     20055000.0     20071000.0     20086000.0     20101200.0     20115000.0     20139440.0     20340000.0
Client31     20072615.86638831     20187000     19827000     28061.344946371813     20070000.0     20117000.0     20059000.0     20070000.0     20085500.0     20104000.0     20117000.0     20144000.0     20187000.0
Client32     20042532.35908142     20982000     19223000     133749.08150180583     20062000.0     20131700.0     20034000.0     20062000.0     20081000.0     20101400.0     20131700.0     20423520.0     20982000.0
Client33     20076872.651356995     20305000     20034000     24366.68520921811     20072000.0     20117000.0     20060000.0     20072000.0     20088000.0     20104200.0     20117000.0     20156760.0     20305000.0
Client34     20097114.822546974     30667000     19955000     484452.4160245081     20073000.0     20117000.0     20059500.0     20073000.0     20086000.0     20105200.0     20117000.0     20165300.0     30667000.0
Client35     20041868.475991648     21021000     19407000     108557.75632935694     20063000.0     20111500.0     20041500.0     20063000.0     20076500.0     20096200.0     20111500.0     20187460.0     21021000.0
Client36     20057830.89770355     20725000     19460000     88553.62130936295     20068000.0     20112300.0     20050000.0     20068000.0     20082000.0     20099000.0     20112300.0     20258619.999999996     20725000.0
Client37     20067826.722338203     20859000     19519000     94449.38353429576     20069000.0     20171100.0     20036000.0     20069000.0     20100000.0     20136000.0     20171100.0     20336479.999999996     20859000.0
Client38     20071576.200417537     20153000     19810000     27293.233642831165     20069000.0     20113000.0     20058000.0     20069000.0     20087000.0     20103000.0     20113000.0     20134000.0     20153000.0
Client39     20068356.993736953     20335000     19608000     50831.457434017655     20068000.0     20123100.0     20053000.0     20068000.0     20087000.0     20106000.0     20123100.0     20183260.0     20335000.0
Client40     20073609.60334029     20233000     19955000     25534.535777632525     20072000.0     20114100.0     20059500.0     20072000.0     20085000.0     20103000.0     20114100.0     20151200.0     20233000.0
Client41     20075820.459290188     20526000     19932000     32530.26724535457     20073000.0     20116000.0     20061000.0     20073000.0     20088000.0     20105000.0     20116000.0     20140660.0     20526000.0
Client42     20074336.11691023     20152000     19843000     25153.76035661845     20072000.0     20116100.0     20060000.0     20072000.0     20086000.0     20104200.0     20116100.0     20130660.0     20152000.0
Client43     20073810.02087683     20228000     19812000     29029.094609030155     20072000.0     20116100.0     20060000.0     20072000.0     20087000.0     20106000.0     20116100.0     20144200.0     20228000.0
Client44     20053590.814196244     21139000     19354000     109802.51583397666     20066000.0     20116200.0     20048000.0     20066000.0     20082000.0     20100200.0     20116200.0     20244220.0     21139000.0
Client45     20073240.083507307     20235000     19856000     32853.10477749721     20071000.0     20125000.0     20054000.0     20071000.0     20090000.0     20112000.0     20125000.0     20160320.0     20235000.0
Client46     20072674.321503133     20152000     19807000     26798.684811561412     20071000.0     20113200.0     20059000.0     20071000.0     20084500.0     20101200.0     20113200.0     20132220.0     20152000.0
Client47     20057135.699373696     21194000     19469000     104400.82726638448     20064000.0     20120000.0     20048000.0     20064000.0     20080000.0     20102200.0     20120000.0     20260220.0     21194000.0
Client48     20058064.71816284     20901000     19363000     88224.1995231284     20067000.0     20124200.0     20049500.0     20067000.0     20082000.0     20105200.0     20124200.0     20220040.0     20901000.0
Client49     20074112.734864302     20160000     19941000     25244.68617755407     20072000.0     20117000.0     20060000.0     20072000.0     20087000.0     20105000.0     20117000.0     20135660.0     20160000.0
Client50     20073849.686847597     20170000     19947000     24496.05555794157     20072000.0     20117000.0     20059000.0     20072000.0     20086000.0     20100400.0     20117000.0     20131440.0     20170000.0
