#id     mean     max     min     std     50th     95th     25th     50th     75th     90th     95th     99th     100th
Client24     25211160.33755274     120736000     18894000     9440416.685608774     22873000.0     41050399.99999999     21524000.0     22873000.0     25134000.0     28714800.0     41050399.99999999     64636119.999999866     120736000.0
Client25     24760886.075949367     90297000     19448000     8287096.210049467     22607000.0     34214599.99999999     21093000.0     22607000.0     25375000.0     28659600.0     34214599.99999999     64489279.99999964     90297000.0
Client26     25584586.497890294     189119000     19236000     12540077.066815589     23280000.0     34424200.0     21645000.0     23280000.0     25899000.0     29313800.0     34424200.0     51170239.999999985     189119000.0
Client27     25544054.852320675     134005000     19784000     8549158.41104115     24067000.0     34313600.0     22224000.0     24067000.0     26075000.0     30226600.0     34313600.0     47500119.999999985     134005000.0
Client28     25841683.544303797     164232000     19591000     13128709.985003093     23073000.0     34001600.0     21283000.0     23073000.0     25876000.0     29178200.0     34001600.0     84002119.99999979     164232000.0
Client29     24650987.34177215     75281000     19591000     6285384.448584384     23306000.0     31117999.999999996     21666000.0     23306000.0     25370000.0     27901800.0     31117999.999999996     58206519.999999866     75281000.0
Client30     25035864.978902955     145285000     19530000     10635599.881252114     23100000.0     31554199.99999998     21514000.0     23100000.0     25275000.0     27616800.0     31554199.99999998     67729079.99999982     145285000.0
Client31     25647641.350210972     85798000     19497000     6106548.414451243     24539000.0     33841800.0     22331000.0     24539000.0     27011000.0     30220400.0     33841800.0     47421359.999999896     85798000.0
Client32     22544455.69620253     42601000     19995000     3763020.6449898     21347000.0     30069799.999999985     20731000.0     21347000.0     22274000.0     25553400.0     30069799.999999985     39722759.99999997     42601000.0
Client33     22525907.17299578     43357000     19887000     3604882.62065254     21227000.0     31408400.0     20793000.0     21227000.0     22533000.0     25653400.0     31408400.0     37134399.999999985     43357000.0
Client34     26229932.489451475     84271000     19261000     6156861.302034401     24874000.0     35092400.0     22783000.0     24874000.0     27515000.0     31951000.0     35092400.0     47725159.999999985     84271000.0
Client35     22687725.738396626     57593000     20210000     4861957.485131666     21221000.0     29002799.999999978     20757000.0     21221000.0     22300000.0     25570000.0     29002799.999999978     47070519.99999995     57593000.0
Client36     22630354.43037975     48075000     19010000     4037806.4825886344     21434000.0     31142399.999999993     20778000.0     21434000.0     22534000.0     25519000.0     31142399.999999993     42188279.9999999     48075000.0
Client37     22574801.687763713     51085000     20099000     4002369.416207682     21258000.0     30867999.999999993     20775000.0     21258000.0     22443000.0     25217400.0     30867999.999999993     37714119.999999985     51085000.0
Client38     24780518.987341773     68129000     19576000     7104978.651171707     22820000.0     33180399.999999996     21537000.0     22820000.0     25086000.0     28637200.0     33180399.999999996     61436639.999999925     68129000.0
Client39     26433126.582278483     84248000     19777000     9243680.83073148     23986000.0     38790400.0     21841000.0     23986000.0     27191000.0     32016600.000000007     38790400.0     74923999.99999991     84248000.0
Client40     24969341.7721519     79921000     19565000     7015792.318309881     23295000.0     33209599.999999996     21715000.0     23295000.0     25882000.0     28909400.0     33209599.999999996     63816559.99999989     79921000.0
Client41     22433497.89029536     46167000     20069000     3252559.98835435     21354000.0     27944799.999999993     20836000.0     21354000.0     22592000.0     25296000.0     27944799.999999993     36703039.999999985     46167000.0
Client42     24881700.421940926     67364000     19853000     4937163.97766172     23696000.0     34108599.999999985     22055000.0     23696000.0     26224000.0     29925400.0     34108599.999999985     40138879.999999985     67364000.0
Client43     25026413.502109706     87020000     19360000     7426789.563561167     23305000.0     33831599.99999998     21741000.0     23305000.0     25427000.0     29603000.0     33831599.99999998     51057519.99999998     87020000.0
Client44     24744670.88607595     67304000     19134000     5688293.030845387     23277000.0     34040199.99999999     21581000.0     23277000.0     25933000.0     30003400.0     34040199.99999999     44762119.99999995     67304000.0
Client45     22639573.839662448     54880000     19865000     4162819.1690753414     21402000.0     29788999.99999999     20787000.0     21402000.0     22394000.0     25115800.0     29788999.99999999     39349199.99999999     54880000.0
Client46     26637991.561181433     83895000     19567000     8788277.85244317     24364000.0     40717999.99999999     22581000.0     24364000.0     27048000.0     30977000.0     40717999.99999999     69426559.99999999     83895000.0
Client47     22569784.810126584     45190000     19731000     4038571.553680788     21252000.0     31837799.999999993     20700000.0     21252000.0     22334000.0     24736800.0     31837799.999999993     40062319.99999996     45190000.0
Client48     22141405.06329114     38526000     19976000     2447661.2940942775     21394000.0     26108200.0     20871000.0     21394000.0     22476000.0     24099600.0     26108200.0     34699599.99999999     38526000.0
Client49     26816312.23628692     170459000     19857000     13756429.999563413     23189000.0     43341799.999999985     21971000.0     23189000.0     26041000.0     33398600.0     43341799.999999985     80177679.99999963     170459000.0
Client50     22571345.99156118     61090000     19679000     4179950.978670361     21409000.0     28545399.999999996     20817000.0     21409000.0     22497000.0     24942000.0     28545399.999999996     41418679.999999985     61090000.0
