#id     mean     max     min     std     50th     95th     25th     50th     75th     90th     95th     99th     100th
Client15     46798536.666666664     1218400000     20005000     82867700.79772931     33848500.0     86660050.0     22915000.0     33848500.0     46165250.0     68476200.00000004     86660050.0     363941089.9999992     1218400000.0
Client16     97462600.0     1904159000     20010000     171639398.33641538     56938500.0     319158650.0000001     29367750.0     56938500.0     95795000.0     182618900.0     319158650.0000001     778930389.9999996     1904159000.0
Client17     41971196.666666664     583112000     20050000     38451786.0760458     32941000.0     84731650.0     23906000.0     32941000.0     48976250.0     69238600.00000003     84731650.0     132469909.9999998     583112000.0
Client18     79554110.0     2160624000     20025000     143730493.6099663     48568500.0     223275250.00000006     26133500.0     48568500.0     82291000.0     142241800.0     223275250.00000006     430578229.99999964     2160624000.0
Client19     54918996.666666664     259346000     20002000     39810254.4666152     44272000.0     133120150.0     23631500.0     44272000.0     72338250.0     108129000.0     133120150.0     192890269.9999999     259346000.0
Client20     44621626.666666664     640168000     20008000     47267235.78767103     32818000.0     99031300.00000006     24055500.0     32818000.0     47961750.0     75531000.00000001     99031300.00000006     172552929.9999997     640168000.0
Client21     55900063.333333336     4192552000     20007000     241773129.8829669     34156500.0     91171450.0     23107250.0     34156500.0     48356000.0     73399400.0     91171450.0     142253259.99999997     4192552000.0
Client22     69410033.33333333     1927768000     20001000     143526749.80717784     37018000.0     183346900.00000018     23328000.0     37018000.0     67745250.0     115300100.00000009     183346900.00000018     367392729.9999942     1927768000.0
Client23     47404663.333333336     498781000     20018000     45390327.88054435     35163500.0     106528700.00000001     24832000.0     35163500.0     50200500.0     76707200.00000012     106528700.00000001     226014089.99999943     498781000.0
Client24     54674440.0     1652392000     20028000     111939750.8659892     35514000.0     141334350.00000003     25339500.0     35514000.0     54212500.0     79860000.00000006     141334350.00000003     183703969.9999999     1652392000.0
Client25     100496123.33333333     2484102000     20004000     192071304.52753246     50893500.0     276970900.0000002     26843500.0     50893500.0     103636250.0     195100500.00000012     276970900.0000002     1011907959.9999996     2484102000.0
Client26     73429050.0     539097000     20005000     75506756.95821865     50118500.0     213026400.00000012     27918500.0     50118500.0     84797000.0     144645200.00000006     213026400.00000012     427422469.99999964     539097000.0
Client27     48119606.666666664     875133000     20025000     58503646.98989818     35418000.0     101741050.00000013     24203250.0     35418000.0     53395250.0     76143700.00000001     101741050.00000013     229358759.99999997     875133000.0
Client28     62409886.666666664     2057681000     20019000     133750994.34551439     36189000.0     164518200.00000012     26788250.0     36189000.0     58654250.0     90789200.00000018     164518200.00000012     356132849.9999999     2057681000.0
Client29     88333430.0     1571958000     20008000     134703600.91095722     51536000.0     286049000.0     27785000.0     51536000.0     93074000.0     184642200.0     286049000.0     537654219.9999976     1571958000.0
Client30     50615630.0     1056554000     20072000     69394528.39006665     34991500.0     128431350.00000013     25362250.0     34991500.0     52589000.0     87046700.00000003     128431350.00000013     202539639.99999958     1056554000.0
Client31     50171340.0     774408000     20061000     60146004.980583705     35417500.0     106915200.00000004     25402250.0     35417500.0     52423000.0     79939200.00000004     106915200.00000004     280241949.99999976     774408000.0
Client32     76229240.0     684310000     20002000     80718762.91843428     50569000.0     207756750.0000003     26665250.0     50569000.0     92129250.0     151311300.00000012     207756750.0000003     379130179.999999     684310000.0
Client33     90234816.66666667     1456710000     20005000     132210043.29297273     57549500.0     299346150.0     28817000.0     57549500.0     91653750.0     176346700.0000001     299346150.0     572119919.9999974     1456710000.0
Client34     44413023.333333336     454168000     20052000     34610972.55682734     35555500.0     95731150.00000001     23994000.0     35555500.0     51562250.0     74184200.00000012     95731150.00000001     153178710.0     454168000.0
Client35     96424993.33333333     2920110000     20000000     236325512.309653     51342000.0     241099750.00000027     26111250.0     51342000.0     85735000.0     153412200.00000006     241099750.00000027     1078970029.9999971     2920110000.0
Client36     42592843.333333336     428609000     20009000     37446934.962407656     33470500.0     90612000.00000001     22961500.0     33470500.0     47039000.0     70787100.0     90612000.00000001     179638400.0     428609000.0
Client37     88882510.0     4055319000     20001000     242650501.55999383     49401000.0     233650250.00000006     26988250.0     49401000.0     89383000.0     179580200.00000006     233650250.00000006     423974639.99999976     4055319000.0
Client38     56277156.666666664     957430000     20049000     98182121.56116879     37742500.0     107117550.00000003     25588250.0     37742500.0     51273250.0     77657500.00000003     107117550.00000003     529165689.9999967     957430000.0
Client39     61917896.666666664     4212276000     20011000     253601928.39051124     34184500.0     87877900.00000003     24101250.0     34184500.0     49904750.0     72829200.00000001     87877900.00000003     435056909.99999636     4212276000.0
Client40     46789146.666666664     676918000     20056000     47564237.70851187     34341000.0     108529250.0     25270500.0     34341000.0     52302250.0     78559900.00000006     108529250.0     197029139.99999997     676918000.0
Client41     87765506.66666667     3065720000     20009000     187209487.84728643     54083000.0     228864200.0000003     27811500.0     54083000.0     95925000.0     173026400.00000006     228864200.0000003     373664089.9999996     3065720000.0
Client42     54849070.0     1240420000     20002000     87138089.93173862     36322000.0     131723950.00000003     25939250.0     36322000.0     56885250.0     89566000.0     131723950.00000003     261147739.99999854     1240420000.0
Client43     90482596.66666667     1860618000     20002000     134682464.1666241     56516500.0     259639900.0000003     25473250.0     56516500.0     104609500.0     192988900.00000015     259639900.0000003     434471199.9999997     1860618000.0
Client44     76124383.33333333     440303000     20002000     73138131.37688887     51145500.0     211429950.0000002     25852250.0     51145500.0     90744750.0     176523900.0000001     211429950.0000002     361364079.9999998     440303000.0
Client45     58725923.333333336     2537462000     20070000     151568163.9949414     35979500.0     128856950.00000004     25184750.0     35979500.0     54361250.0     83009400.00000009     128856950.00000004     351376709.9999997     2537462000.0
Client46     73875413.33333333     1855959000     20037000     198133133.10812628     36791500.0     131761550.00000003     25103750.0     36791500.0     56016250.0     89200500.00000013     131761550.00000003     1013659029.9999933     1855959000.0
Client47     81515930.0     556842000     20004000     85044378.7212208     54265500.0     276707900.00000006     28339750.0     54265500.0     92212750.0     187988600.00000012     276707900.00000006     422461579.9999999     556842000.0
Client48     64061233.333333336     1418299000     20060000     122204369.41737759     36011000.0     168889750.0000003     25677750.0     36011000.0     55581250.0     97904900.00000007     168889750.0000003     497029620.0     1418299000.0
Client49     53188240.0     2108676000     20067000     125344821.49500926     35623500.0     122896200.0     23677500.0     35623500.0     51050250.0     78655600.00000006     122896200.0     283332849.9999997     2108676000.0
Client50     52802430.0     848192000     20026000     78556920.83267882     36602500.0     109937900.00000007     25630250.0     36602500.0     52668250.0     69623900.00000003     109937900.00000007     347361679.9999998     848192000.0
Client51     71562326.66666667     424477000     20001000     68763825.76243575     43792000.0     226739400.00000006     24348750.0     43792000.0     86898250.0     163034700.00000003     226739400.00000006     292894819.99999964     424477000.0
Client52     51110950.0     661550000     20012000     58197777.30744963     35287000.0     126760450.00000001     25236500.0     35287000.0     54460250.0     88311200.00000006     126760450.00000001     264092359.99999958     661550000.0
Client53     67244750.0     3823352000     20012000     223430396.77056962     36912000.0     128407350.00000004     23366000.0     36912000.0     67258750.0     113465900.00000003     128407350.00000004     265112759.99999985     3823352000.0
Client54     43537293.333333336     882676000     20001000     54882683.85912465     32636500.0     88641850.00000001     23009250.0     32636500.0     47982250.0     69874900.0     88641850.00000001     144628659.9999999     882676000.0
Client55     72071896.66666667     1459425000     20007000     107151887.77490573     42448000.0     208775950.0000001     24389500.0     42448000.0     79744250.0     155854500.0     208775950.0000001     352187509.9999998     1459425000.0
Client56     49014513.333333336     711935000     20011000     65070355.71469153     34821500.0     97066200.00000003     25017000.0     34821500.0     51993500.0     72051100.0     97066200.00000003     267137709.99999785     711935000.0
Client57     40535816.666666664     453200000     20067000     31230577.751455735     34292000.0     80198500.00000001     23442750.0     34292000.0     48609250.0     62570800.000000015     80198500.00000001     121927579.9999999     453200000.0
Client58     43946913.333333336     1159658000     20008000     71517654.27621694     30671500.0     89678550.00000004     21905750.0     30671500.0     46790500.0     66848900.00000002     89678550.00000004     213498109.99999976     1159658000.0
Client59     99102993.33333333     2553358000     20004000     207577254.6798419     54051500.0     257096900.00000018     32719750.0     54051500.0     93600250.0     177053300.00000015     257096900.00000018     661918999.9999927     2553358000.0
Client60     54228076.666666664     788424000     20078000     69729364.19020893     38137500.0     132694900.00000007     25363750.0     38137500.0     54074500.0     86653300.0     132694900.00000007     330735279.99999964     788424000.0
Client61     57032813.333333336     1357886000     20007000     98192213.81646556     36541000.0     131675550.00000004     25616500.0     36541000.0     57123250.0     84834000.00000003     131675550.00000004     351846709.9999984     1357886000.0
Client62     76132306.66666667     740390000     20021000     81042235.1863888     51857000.0     227126950.00000012     29287250.0     51857000.0     87979250.0     145177600.00000003     227126950.00000012     393555889.99999976     740390000.0
Client63     45543646.666666664     389863000     20008000     36214297.161413416     36287000.0     96378200.00000004     24205750.0     36287000.0     52437750.0     78187700.00000001     96378200.00000004     184063349.99999997     389863000.0
Client64     41040706.666666664     169106000     20009000     24589033.7433978     34638500.0     97491250.00000003     24249500.0     34638500.0     46720750.0     65320700.00000005     97491250.00000003     137927269.99999988     169106000.0
Client65     86865063.33333333     857508000     20003000     86203619.450419     59819000.0     255042550.0000002     31399500.0     59819000.0     106510250.0     191370700.0000001     255042550.0000002     361357840.0     857508000.0
Client66     71011626.66666667     1732875000     20001000     133162377.10279615     44529500.0     183812650.00000003     24274250.0     44529500.0     74120750.0     115897700.00000007     183812650.00000003     325267319.999995     1732875000.0
Client67     57892173.333333336     464523000     20007000     52634351.979893215     42098500.0     156279250.0     25512750.0     42098500.0     65722750.0     115713200.00000003     156279250.0     260523729.9999999     464523000.0
Client68     50557256.666666664     1604505000     20005000     95392378.96651278     36521000.0     109355150.00000003     25027000.0     36521000.0     51576500.0     79225700.00000013     109355150.00000003     173709319.9999997     1604505000.0
Client69     83052416.66666667     1288592000     20002000     128285049.21201737     48792500.0     239082100.00000003     26765250.0     48792500.0     89354000.0     164279800.00000003     239082100.00000003     440111549.99999595     1288592000.0
Client70     80349856.66666667     1460479000     20022000     115959063.87415111     47477000.0     237377250.0     26906000.0     47477000.0     89167000.0     168806700.00000003     237377250.0     341549399.9999968     1460479000.0
Client71     65577693.333333336     1867102000     20002000     121089762.14032005     43105000.0     160215950.0000001     23026750.0     43105000.0     73913000.0     121421300.0     160215950.0000001     245492689.9999997     1867102000.0
Client72     38832493.333333336     341273000     20040000     26740368.06197618     32674000.0     78634550.00000001     23281250.0     32674000.0     45550750.0     64018300.0     78634550.00000001     128967539.99999982     341273000.0
Client73     51443140.0     1333528000     20099000     92018312.28185181     34404500.0     102542350.00000006     23832500.0     34404500.0     50558500.0     78066200.00000004     102542350.00000006     227263529.99999726     1333528000.0
Client74     80818383.33333333     947840000     20007000     93046356.58851124     53680500.0     230710300.00000048     28636750.0     53680500.0     91258500.0     162205300.00000015     230710300.00000048     465283490.0     947840000.0
Client75     61889656.666666664     1291703000     20049000     104522516.62347905     37696000.0     154117500.00000006     25406000.0     37696000.0     60632250.0     95143500.00000001     154117500.00000006     487528749.9999978     1291703000.0
Client76     67512743.33333333     2825959000     20007000     195468604.63766924     36222000.0     148228100.00000015     26499250.0     36222000.0     52274500.0     84281500.0     148228100.00000015     598848349.999999     2825959000.0
Client77     80414960.0     1407081000     20006000     116451842.07229927     49540000.0     247098050.00000015     25149250.0     49540000.0     86959750.0     154812500.00000003     247098050.00000015     481155679.99999976     1407081000.0
Client78     39907313.333333336     301955000     20019000     28700786.067431826     31958500.0     83564900.00000004     22892500.0     31958500.0     44584500.0     66423100.00000004     83564900.00000004     136275919.99999967     301955000.0
Client79     80078276.66666667     655233000     20003000     85191203.60440266     51717500.0     237996700.00000006     30090250.0     51717500.0     90660750.0     169700500.0000001     237996700.00000006     449915139.9999997     655233000.0
Client80     42611480.0     307022000     20020000     29831403.85068952     33930000.0     93708700.00000003     23708250.0     33930000.0     49435500.0     73357100.00000003     93708700.00000003     160844770.0     307022000.0
Client81     61606736.666666664     259554000     20000000     49078235.00025908     46509500.0     174227850.00000003     24966000.0     46509500.0     81002250.0     118412300.0     174227850.00000003     241817800.0     259554000.0
Client82     58321616.666666664     432158000     20001000     54395978.11722593     42779500.0     159606750.00000006     24494250.0     42779500.0     69181000.0     110144800.00000001     159606750.00000006     235335519.99999964     432158000.0
Client83     52118816.666666664     1061614000     20101000     77124779.82367097     38511500.0     106174700.00000006     27636250.0     38511500.0     55604250.0     78824100.00000001     106174700.00000006     174984359.99999958     1061614000.0
Client84     57890173.333333336     501516000     20002000     54967412.55850254     39727500.0     153175000.00000006     23899750.0     39727500.0     70309250.0     111622100.00000015     153175000.00000006     254819789.99999973     501516000.0
Client85     90308583.33333333     1796055000     20030000     164526825.26930493     49854000.0     212564500.00000045     27020750.0     49854000.0     94942500.0     160891100.0     212564500.00000045     859279899.9999967     1796055000.0
Client86     42812900.0     1088487000     20009000     69955233.45242538     33257500.0     80534300.00000001     23221500.0     33257500.0     44280750.0     59079500.00000003     80534300.00000001     131196059.99999975     1088487000.0
Client87     52716120.0     3673522000     20020000     212380044.85175216     32880500.0     80549800.00000001     23278500.0     32880500.0     45474000.0     64477500.0     80549800.00000001     195168799.9999988     3673522000.0
Client88     58292866.666666664     1279309000     20000000     84938506.80067839     34721000.0     156469000.0000001     22559250.0     34721000.0     65433500.0     112876200.00000015     156469000.0000001     239175989.9999998     1279309000.0
Client89     48857790.0     925798000     20018000     63258132.74506739     34723500.0     112815650.00000004     23961000.0     34723500.0     50931750.0     81630300.0     112815650.00000004     205388149.99999917     925798000.0
Client90     95314186.66666667     1848953000     20017000     152261530.16096509     53581500.0     288154950.0     28911750.0     53581500.0     104668500.0     208629100.00000006     288154950.0     503554279.9999985     1848953000.0
Client91     69148123.33333333     363944000     20024000     60443817.30660952     51874500.0     203554250.00000012     26777750.0     51874500.0     81080000.0     149070700.00000003     203554250.00000012     292672389.9999998     363944000.0
Client92     79607603.33333333     553144000     20024000     82870415.50388165     49966000.0     285322800.00000006     29492500.0     49966000.0     91969000.0     163690000.00000006     285322800.00000006     444730149.9999997     553144000.0
Client93     74505366.66666667     748043000     20039000     95206243.340439     43638000.0     248519450.00000006     24824500.0     43638000.0     77965500.0     153997800.00000012     248519450.00000006     459311449.999998     748043000.0
Client94     93157440.0     2825562000     20001000     210560278.4435684     50666000.0     251327850.0     25789250.0     50666000.0     87282000.0     184303700.0000001     251327850.0     767675799.9999956     2825562000.0
Client95     57045073.333333336     846182000     20023000     88564508.56783031     34737000.0     157149800.00000024     24825250.0     34737000.0     50696500.0     89090900.00000003     157149800.00000024     460640229.999998     846182000.0
Client96     77656070.0     753594000     20002000     87562716.779185     48981000.0     242213600.0     26571250.0     48981000.0     90240000.0     156847600.0     242213600.0     346734859.9999986     753594000.0
Client97     75407110.0     3372559000     20017000     247571157.98762032     38786500.0     163386900.00000003     25233500.0     38786500.0     55513250.0     97815100.00000001     163386900.00000003     1061681359.999997     3372559000.0
Client98     71459563.33333333     545328000     20004000     70553759.22027582     47463000.0     221655950.00000015     26551500.0     47463000.0     86051250.0     137488000.00000003     221655950.00000015     353464469.99999976     545328000.0
Client99     85368120.0     3338604000     20027000     205065416.0460972     47544500.0     226424100.00000015     26073500.0     47544500.0     81780000.0     162443900.0     226424100.00000015     372321339.9999994     3338604000.0
Client100     53851803.333333336     3302450000     20053000     190055895.03972593     36109000.0     84511300.00000003     25347500.0     36109000.0     51153250.0     69154700.00000001     84511300.00000003     193225429.99999994     3302450000.0
